"","SAI","Policy_num","Prime","Competitor","Program","mstr_agt_cd","pri_agt_cd","sub_agt_cd","insured_zip_cd"
"17429","4383w4211","6J103684","GHULAM ABBAS INS AGY","Hartford","OFC PAC DENTISTS","DFT88","DFT88","DFT88","75060"
"17431","4394w8211","6J103727","INSURANCE PARTNERS LLC","Hartford","BLDG PAC OFC PRIMARY","CRJ29","CRJ29","CRJ29","97035"
"17432","4401W0211","6J103764","BOISE RIVER INS LLC","Other","BUS PAC BARBER SHOPS","CYS58","DFQ92","DFQ92","83646"
"17433","4403WA211","6J103868","EALES\HOWARD\INC","Hartford","BUS PAC PACKAGING AND MAILING","A8966","A8966","A8966","22003"
"17434","4427W6211","6J104214","SHEPARD WALTON KING INS","Hartford","SYS INTGRTN,RSELL,INSTAL,REPAI","PY097","FY396","FY396","78501"
"17435","4443W6211","6J104447","MONTANA INS INC","Liberty","CONSULTANTS - MANAGEMENT","CYH59","CYH59","CYH59","59718"
"17436","4491W2211","6J105014","ARIANA INSURANCE","Hartford","BUS PAC BEAUTY SHOPS","KY003","KY003","KY003","20147"
"17437","4508W0211","6J105143","SOUTHWEST INS BROKERS","Cincinnati","COMMERCIAL CONDOMINIUM - OFFIC","DFH33","SV278","SV278","85064"
"17438","4581W1211","6J106035","AFFORDABLE AMERICAN INS","Liberty","STORE PAC LIQUOR STORES","CDY41","X3866","X3866","80003"
"17439","4422w3211","6J106139","JUNIPER INSURANCE","Other","STORE PAC PHOTOGRAPHY - COMMER","CSS70","DKP48","DKP48","97702"
"17440","4600W2211","6J106300","ELEMENTAL RISK","Hartford","STORE PAC FURN APPL ACC FURN S","DBL33","DBL33","DBL33","87301"
"17441","4752W5211","6J108944","BOEN & ASSOCIATES INC","Other","BLDG PAC MERCANTILE SHOP CENTE","HK268","HK268","HK268","57108"
"17442","4779W5211","6J109351","HALLMARK INSURANCE GROUP","Erie","GARAGE PAC GENERAL REPAIRS WIT","CDT22","CDT22","CDT22","22553"
"17444","1729w7201","6J10993A","MANNING & NOZICK INS INC","Hartford","SOFTWARE DEVELOP/PRGRM SVCS","F5598","F5598","F5598","30309"
"17445","2163w7211","6J111242","DUFFY INS AGENCY INC","Hanover","OFC PAC DENTISTS","CTK10","CTK10","CTK10","1970"
"17447","4878W9211","6J111291","WEALCATCH\HERMAN E\INC","Liberty Mutual","BLDG PAC MERCANTILE OTHER","G8288","G8288","G8288","21208"
"17448","4890W0211","6J111659","DOWLING INSURANCE AGENCY","Other","RESTAURANT PIZZA-FAST FOOD","XG064","XW803","XW803","2143"
"17449","4896w8211","6J11187A","MCSWEENEY & RICCI INS AGCY INC","Hanover","OFC PAC PSYCHOLOGISTS","GG172","GG172","GG172","2021"
"17450","2689V0211","6J113407","ACM INS AGENCY INC","Other","CON PAC PLUMBING","JY256","DBS31","DBS31","21901"
"17453","4983W3211","6J113500","NORTHERN INSURING AGENCY","Other","STORE PAC HEARING AIDS & AUDIO","VE438","VE438","VE438","12901"
"17454","4985W2211","6J113573","HOWARD INSURANCE AGENCY","Middle Oak","CONDO PAC BLDG 1-4 UNITS","XL032","XL032","XL032","20814"
"17455","4955w5211","6J113653","HARRIS\GRIFFITH E\INS","Hartford","CON PAC CARPENTRY-INTERIOR","HF524","HF524","HF524","6831"
"17458","5009W0211","6J114127","BENEFICIAL INS SVCS LLC","EMC","STORE PAC CLOTHING WOMEN'S","HU524","JL050","JL050","19106"
"17459","2580Y4068","6J114521","CARR & HYDE INSURANCE","Hanover","STORE PAC PHOTOGRAPHY - PORTRA","RT434","G0296","G0296","20185"
"17460","5074W1211","6J115148","DEMETRIOU INSURANCE SERV","Hartford","ART, PICTURES AND POSTERS","CJN35","CJN35","CJN35","22304"
"17461","8194JA206","6J115204","ASSUREDPARTNERS OF VA","Nationwide","RESTAURANT ALL OTHER - FAMILY","XH111","X4320","X4320","22314"
"17462","5112W6211","6J115622","GERARDI INS SERVS INC","Other","BLDG PAC MERCANTILE SHOP CENTE","21575","21575","21575","6241"
"17463","5211wa211","6J117191","BULLDOG INSURANCE INC","Safeco (Liberty Company)","RESTAURANT ALL OTHER - FAST FO","RX841","RX841","RX841","71111"
"17464","5231w8211","6J117387","FIRST CITIZENS INSURANCE","Hartford","SYS INTGRTN,RSELL,INSTAL,REPAI","PE189","X1125","X1125","29707"
"17465","5263W4211","6J118199","MT STATE AGCY ALLIANCE","Other","BLDG PAC MFG PROCESSING","HU396","X4344","X4344","25143"
"17466","5317W5211","6J11865A","REGIONS INSURANCE INC","Other","OFC PAC DENTISTS","73536","73536","73536","72212"
"17467","5327W4211","6J118753","GLOBAL PREMIERE GROUP","Harleysville","BUS PAC DRY CLEANERS - NO PLAN","CVM25","CVM25","CVM25","18014"
"17468","6922m1209","6J118765","TOG INS BROKERAGE GROUP","CNA","BLDG PAC MERCANTILE OTHER","HH368","X1972","X1972","7102"
"17470","5309W5211","6J118845","FIRST CITIZENS INSURANCE","Other","GARAGE PAC GENERAL REPAIRS WIT","PE189","X1125","X1125","28206"
"17474","5374w6211","6J119633","AEGIS INS & FIN SVCS","Other","OFC PAC INS AGENTS","DKH78","DKH78","DKH78","77099"
"17475","5378W4211","6J119713","HIGGINBOTHAM INS AGENCY","Other","OFC PAC MED SPA","RM158","XV271","XV271","78717"
"17476","2492W4211","6J119946","HIDDEN VALLEY INS INC","Hartford","OFC PAC PHYSIOTHERAPISTS & SPE","CJS72","CJS72","CJS72","84124"
"17477","5402W1211","6J120066","BROWDER GENERAL INS","Other","BUS PAC DAY SPA","CFK63","CFK63","CFK63","76710"
"17478","5387W9211","6J120275","HUNTINGTON INS INC","Westfield","CONSULTANTS - MANAGEMENT","G1672","XV424","XV424","15143"
"17479","5468W3211","6J121002","RUDDY\J J\INS AGENCY INC","Hanover","CON PAC PLUMBING","HF620","HF620","HF620","1801"
"17480","5495W7211","6J122096","MILLER INS GROUP LLC","Other","APART PAC BLDG 5-12 UNITS","WY380","DGJ50","DGJ50","84105"
"17481","5517w1211","6J122281","GROUP W INSURANCE INC","Auto Owners","RELIGIOUS PAC-OWNER OCCUPIED","9X145","XL183","XL183","72802"
"17482","5527W0211","6J122312","BROCK-NORTON INS AGENCY","Selective","BUS PAC PRINTERS","CZR57","CDX10","CDX10","22301"
"17483","5546W4211","6J122545","COTTONWOOD INSURANCE INC","Liberty","APART PAC BLDG 5-12 UNITS","WR019","WR019","WR019","84123"
"17484","5441W3211","6J122822","HIGGINBOTHAM INS AGENCY","Other","OFC PAC MED SPA","RM158","XV271","XV271","78703"
"17485","5583W7211","6J122902","OMNI FINANCIAL CORP","Liberty","BLDG PAC MERCANTILE SHOP CENTE","G6278","G6278","G6278","20759"
"17487","5631W0211","6J123702","COMMUNITY INSURANCE LLC","Hartford","BLDG PAC MFG PROCESSING","TN483","XV694","XV694","35801"
"17488","5655W7211","6J12411A","ALEXANDER & STRUNK INC","Chubb","OFC PAC REAL ESTATE AGENCIES-C","FG007","CDH93","CDH93","73108"
"17489","5667W5211","6J12462A","AC&S FINANCIAL SERVICES","Liberty Mutual","GARAGE PAC GENERAL REPAIRS WIT","6299","6299","6299","23140"
"17491","5687W3211","6J124655","THOMAS INSURANCE AGENCY","Liberty","STORE PAC LIQUOR STORES","XG585","XG585","XG585","38637"
"17492","5700W7211","6J12526A","ALLIANCE INS AGENCY LLC","Other","BLDG PAC GAS STATIONS - LESSOR","PG912","PG912","PG912","80110"
"17493","5744w1211","6J125688","COLUMBIA RIVER INS INC","Hartford","BLDG PAC OFC PRIMARY","VE820","VE820","VE820","98605"
"17494","5798W5211","6J126452","A A A ARIZONA INC","Other","RECORDING STUDIOS - MUSIC","CRL28","X4191","X4191","59937"
"17495","5823W7211","6J126685","PLATINUM INSURANCE GROUP","Allied","BLDG PAC OFC PRIMARY","DJB83","DJB83","DJB83","84301"
"17496","5860WA211","6J127319","MIDWEST AGENCY","Liberty","STORE PAC GROCERY STORE (UP TO","WG595","WG595","WG595","63011"
"17498","5859W1211","6J12737A","BAILEY PLACE INSURANCE","Other","GARAGE PAC DETAIL SHOPS, PINST","RF791","G6683","G6683","13045"
"17499","5901W8211","6J128273","THE MARKETPLACE FOR INS","Other","STORE PAC FLORISTS SHOPS INC.","DJR03","DJR03","DJR03","39090"
"17503","5933W4211","6J128377","ONEGROUP NY INC","Other","BLDG PAC OFC PRIMARY","FA732","DBT99","DBT99","13790"
"17504","5909w4211","6J128513","GREAT NORTH INS SERVICES","Other","RESTAURANT ALL OTHER - FAMILY","CXT97","CXT97","CXT97","56342"
"17506","5947w1211","6J128722","TWFG INS SERVICES INC","Other","BUS PAC PRINTERS","CCW16","HP394","HP394","77301"
"17507","4010W2211","6J128746","JAMES A SCOTT & SON INC","Hanover","STORE PAC COMPUTER STORE","80811","XV515","XV515","28202"
"17508","4072W6211","6J128906","INSGROUP INC","Hartford","FINANCIAL PLANNERS","VY637","VY637","VY637","77027"
"17510","5962W7211","6J128967","MDIC INSURANCE","Allied","BLDG PAC OFC PRIMARY","VX266","CJK95","CJK95","86405"
"17511","5646W2211","6J130072","FIG FINANCIAL INS GROUP","Auto Owners","CON PAC HEATING-COMBINE HVAC","CTT11","CTT11","CTT11","83467"
"17512","6063W4211","6J130348","BHC INSURANCE","Other","MIRROR AND HOME DECORATIONS","HE387","HE387","HE387","72956"
"17513","6074W8211","6J130570","OMNI FINANCIAL CORP","HIG","RESTAURANT BUFFETS","G6278","G6278","G6278","23294"
"17514","7181M1211","6J130975","SIMONIN\ROBERT A\AGCY","Nationwide","BUS PAC PRINTERS","XJ558","XJ558","XJ558","15001"
"17515","6125W5211","6J131308","PCRG INSURANCE LLC","Liberty","CONSULTANTS - ALL OTHER","XG032","DJN95","DJN95","98012"
"17516","6128W9211","6J131923","THE BUCKNER COMPANY","Auto Owners","COMMERCIAL CONDOMINIUM - OFFIC","11527","11527","11527","84123"
"17517","6190W6211","6J132089","COPIC FINANCIAL SERVICE","Hartford","OFC PAC PHYS AND SURG & OSTEOP","G6670","G6670","G6670","80138"
"17518","6183w0211","6J132121","COLUMBIA RIVER INS INC","Liberty","RESTAURANT ALL OTHER - FAMILY","VE820","VE820","VE820","97040"
"17519","6189W8211","6J132262","SUMMIT INS AGENCY INC","Other","RESTAURANT ALL OTHER - FAMILY","DBX36","DBX36","DBX36","59868"
"17520","6172W7211","6J132354","ROBINS INS AGENCY INC","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CZR57","HG199","HG199","23885"
"17521","6280W5211","6J133560","RANDY JONES & ASSOCIATES","Other","BLDG PAC MERCANTILE OTHER","FE307","DDH70","DDH70","37062"
"17522","6249WA211","6J133572","WAGNER AGENCY INC","Millers Mutual","STORE PAC CARPET & FLOOR COVER","JV498","JV498","JV498","15217"
"17524","5982W5211","6J133615","FROMARC INS AGENCY INC","Other","GARAGE PAC GENERAL REPAIRS WIT","DFX17","CTC03","CTC03","96150"
"17525","6287w7211","6J133720","DAVIDSON & ASSOCS INS","Other","OFC PAC PET GROOMERS","HG255","HG255","HG255","98607"
"17527","6304W9211","6J133904","DOWNEY INSURANCE AGENCY","Hartford","BUS PAC BEAUTY SHOPS","CTN04","CTN04","CTN04","1757"
"17529","6251W2211","6J134175","ASSUREDPARTNERS OF CO","Other","APART PAC BLDG 5-12 UNITS","DGN66","TL930","TL930","80203"
"17530","6467w5211","6J138635","HUGGINS INS SERVICES INC","Other","BLDG PAC MERCANTILE OTHER","F2776","F2776","F2776","97304"
"17531","6746W7211","6J13924A","PACIFIC WESTERN INS SVCS","Liberty","GARAGE PAC TUNE UP AND EMISSIO","XL873","XL873","XL873","92345"
"17532","6727W3211","6J140434","BXS INSURANCE INC","Liberty","BLDG PAC MERCANTILE OTHER","CJ970","HG970","HG970","39531"
"17533","6841w2211","6J140526","HUB INTERNATIONAL NE","Hanover","OFC PAC DENTISTS","F6007","F6007","F6007","20794"
"17535","6850w7211","6J140618","TAG-THE AHBE GROUP","Other","CONDO PAC BLDG 5-12 UNITS","GY162","GY162","GY162","80482"
"17537","6874W3211","6J140919","WINTERS-OLIVER INSURANCE","Nationwide","BLDG PAC OFC PRIMARY","EJ330","CKQ79","CKQ79","23060"
"17538","6873w9211","6J141049","DICKERSON AGENCY INC","Auto Owners","GARAGE PAC DETAIL SHOPS, PINST","WH865","XW836","XW836","30114"
"17539","6895W6211","6J141086","KNOWLES ASSOC","Other","OFC PAC LAWYERS","GT876","GT876","GT876","18447"
"17540","6916W6211","6J141283","JEFFCOAT & JEFFCOAT LLC","Hartford","BLDG PAC OFC PRIMARY","DJG15","DJG15","DJG15","29201"
"17541","6762w7211","6J142163","BRYANT ASSET PROTECTION","Other","CONSULTANTS - MANAGEMENT","EJ854","DJK09","DJK09","12211"
"17544","7078W2211","6J143473","HAYLOR FREYER & COON INC","Other","APART PAC BLDG 5-12 UNITS","38488","G7252","G7252","13790"
"17545","7111W4211","6J143995","GRIGSBY INSURANCE","Other","BLDG PAC MERCANTILE OTHER","CDH94","CJH55","CJH55","37763"
"17546","7143W0211","6J14433A","ABP INSURANCE AGENCY","Erie","BUS PAC NAIL SALONS","PC967","PC967","PC967","20011"
"17547","7156W3211","6J14476A","BROWN & BROWN OF LEHIGH","Other","CONDO PAC BLDG 1-4 UNITS","PF882","PF882","PF882","8822"
"17548","6765W0211","6J14564A","INTEGRATED INS SOLUTIONS","Erie","APART PAC BLDG 5-12 UNITS","WM000","WM000","WM000","20166"
"17549","7239W7211","6J146057","ABP INSURANCE AGENCY","Erie","RESTAURANT ORIENTAL-FAMILY STY","PC967","PC967","PC967","21201"
"17550","7194W0211","6J14679A","CARLISLE INS AGCY INC","Liberty","BLDG PAC OFC PRIMARY","F5774","F5774","F5774","78412"
"17551","7304w5211","6J146936","SEAN S FINCHER INC","Other","BLDG PAC OFC PRIMARY","DKR15","DJQ28","DJQ28","29708"
"17552","7332w3211","6J147134","BONALDI\REYNOLD R\AGENCY","Other","BLDG PAC APART INCIDENTAL MERC","8470","8470","8470","2115"
"17553","7348WA211","6J147306","HENRY INS AGENCY INC","Other","STORE PAC ICE CREAM & FROZEN Y","CHP31","CQG43","CQG43","76230"
"17555","8504v5211","6J147816","SUMMIT INSURANCE GRP LLC","Hartford","STORE PAC CARPET & FLOOR COVER","XG032","CPY40","CPY40","76117"
"17556","7459W1211","6J148782","CHUCK CONRAD INS LLC","Mainstreet","BLDG PAC OFC PRIMARY","RV055","DCS99","DCS99","19428"
"17557","7499W8211","6J149300","ATLAS INS BROKERAGE","Farmers","APART PAC BLDG 13-24 UNITS","CRN84","CRN84","CRN84","60004"
"17558","7512w1211","6J149686","DM SERVICES INC","Other","RESTAURANT ORIENTAL TAKE-OUT","CYB21","CYB21","CYB21","30004"
"17559","7570W7211","6J150138","SENTRY WEST INS SVCS","Allied","CONDO PAC BLDG 1-4 UNITS","HE637","HE637","HE637","84074"
"17561","7599W6211","6J150593","BEIMDIEK INS AGENCY INC","Other","OFC PAC ACTG BKNG FIRMS","CXM23","G0701","G0701","64836"
"17562","7611w5211","6J150716","NETWORKED INSURANCE AGTS","Hartford","BLDG PAC OFC PRIMARY","FW332","VJ306","VJ306","90723"
"17563","7636W6211","6J151344","WESTSTAR INSURANCE AGCY","Other","CON PAC ELEC-WIRING WITHIN BLD","DJC90","DJC90","DJC90","79936"
"17564","7659W8211","6J151528","FRANK SMITH INS INC","Other","BUS PAC NAIL SALONS","RM480","CVM33","CVM33","2726"
"17568","7693W7211","6J151934","BEDARD & ASSOCIATES INC","Liberty","BUS PAC BARBER SHOPS","RJ341","RJ341","RJ341","99205"
"17569","7693W7211","6J151934","BEDARD & ASSOCIATES INC","Other","BUS PAC BARBER SHOPS","RJ341","RJ341","RJ341","99205"
"17570","7706W7211","6J152076","MIDWEST PROFESSIONAL INS","Liberty","OFC PAC CHIROPRACTORS","WY672","CQY29","CQY29","64111"
"17571","7796W9211","6J153350","NICHOLSON & ASSC INS LLC","Other","GARAGE PAC SOUND COMMUNICATION","HE773","HE773","HE773","98502"
"17572","7796W9211","6J153350","NICHOLSON & ASSC INS LLC","Other","GARAGE PAC SOUND COMMUNICATION","HE773","HE773","HE773","98502"
"17574","7827W8211","6J153792","THUMANN AGENCY INC","Hartford","STORE PAC PHOTOGRAPHY - PORTRA","CKG65","CKG65","CKG65","75025"
"17575","7856W0211","6J154057","FRONT RANGE INS GROUP","Liberty","CON PAC LANDSCAPE GARDENING","DGN66","XJ276","XJ276","80117"
"17576","7841W9211","6J154149","M & M INS ASSOC","Liberty","BUS PAC FILM PROCESSING LABS","FH067","FH067","FH067","67214"
"17577","7853W7211","6J154186","HUB INTL NORTHWEST LLC","CNA","OFC PAC LAWYERS","F0842","XV971","XV971","98102"
"17578","7886W8211","6J154463","JCI ENTERPRISES LLC","Ohio Casualty (Liberty Company)","STORE PAC FURN APPL ACC FURN S","WY662","A0867","A0867","74955"
"17579","7891w4211","6J154518","HALLAM & ASSOCIATES INS","Liberty","BLDG PAC MFG PROCESSING","DBZ77","CCX52","CCX52","81416"
"17580","2605M7209","6J155712","COOKSON & BOWMAN INS SVC","Hartford","STORE PAC PET SHOPS","XG032","DGL10","DGL10","95603"
"17581","2605M7209","6J155712","COOKSON & BOWMAN INS SVC","Liberty","STORE PAC PET SHOPS","XG032","DGL10","DGL10","95603"
"17582","8023w0211","6J156192","JUNIPER INSURANCE","Other","STORE PAC PET SHOPS","CSS70","DKP48","DKP48","97702"
"17583","8030W6211","6J156260","QUANTUM WORLD WIDE INC","Other","APART PAC BLDG 5-12 UNITS","DDH39","DDH39","DDH39","85267"
"17584","9256p2128","6J156315","TRUENORTH COMPANIES L C","Hartford","STORE PAC FOOD AND DRINKS BAKE","WM371","SV654","SV654","80501"
"17585","8032w5211","6J156376","CHET HILL INSURANCE","Other","COLLECT-SPORT CARD & MEMORABLA","CHT92","CHT92","CHT92","97056"
"17586","8039W7211","6J156548","MONTANA INS INC","Liberty","OFC PAC PSYCHOLOGISTS","CYH59","CYH59","CYH59","98148"
"17587","8264W8211","6J160734","KETCHUM AGCY INC\THE","Other","GARAGE PAC GENERAL REPAIRS WIT","HJ980","JX747","JX747","13057"
"17589","8368W4211","6J16228A","CHAUVIN AGENCY INC\THE","Liberty","OFC PAC PHYS AND SURG & OSTEOP","BBJ71","CQR61","CQR61","12901"
"17590","8393W9211","6J16287A","CJ & ASSOC INS AGENCY","Other","CON PAC HEATING-COMBINE HVAC","CQQ02","CQQ02","CQQ02","30157"
"17592","6618v8211","6J162912","YUAN INS AND FIN SVCS","Other","BUS PAC NAIL SALONS","CJJ99","CJJ99","CJJ99","75231"
"17595","3715w6211","6J163183","FAIRFIELD CTY BANK INS","Hartford","OFC PAC LAWYERS","14162","SV567","SV567","6811"
"17600","8402W0211","6J163287","P Z INS BROKERAGE INC","Other","APART PAC BLDG 5-12 UNITS","CXK36","CXK36","CXK36","10704"
"17601","3683w2211","6J165582","FAIRFIELD CTY BANK INS","Hartford","STORE PAC SPECIALTY FOOD SHOP","14162","SV567","SV567","6877"
"17603","8613W0211","6J166333","LARRY E CRUM & ASSOC","Hartford","STORE PAC LIQUOR STORES","DJW65","DJW65","DJW65","38632"
"17604","8600W8211","6J166437","WAGNER GIBLIN INS AGCY","Cincinnati","CONDO PAC BLDG 1-4 UNITS","39607","39607","39607","16505"
"17605","8632w4211","6J166683","SEAN S FINCHER INC","Other","BLDG PAC OFC PRIMARY","DKR15","DJQ28","DJQ28","27502"
"17607","8846W8211","6J170205","FIRST COMMUNITY INS","Other","STORE PAC TILE STORES","CXX61","CXX61","CXX61","24740"
"17608","8909w3211","6J170856","ELLIOTT-POWELL-BADEN & B","Other","GARAGE PAC GENERAL REPAIRS WIT","VE660","X1866","X1866","97223"
"17609","8927W2211","6J171078","HOBSON INS","Hartford","STORE PAC APPAREL ACCESSORIES","CBD42","CBD42","CBD42","30519"
"17610","8943W2211","6J17116A","HOWARD INSURANCE AGENCY","HIG","APART PAC BLDG 1-4 UNITS","XL032","XL032","XL032","80202"
"17612","8973WA211","6J172131","BON AGENCY INC\THE","Allied","RESTAURANT ALL OTHER - FAST FO","CJD06","CJD06","CJD06","82073"
"17614","7273W6211","6J172167","BARRY INSURANCE GROUP","Hartford","BUS PAC OFFICE MACHINE REPAIR","CRC82","DKL53","DKL53","77092"
"17615","8454V2211","6J172339","CHURCH\FRED C\INC","Other","COMMERCIAL CONDOMINIUM - OTHER","15212","15212","15212","3087"
"17616","9043W5211","6J172966","ZANDER INSURANCE GROUP","Other","STORE PAC FOOD AND DRINKS DELI","99630","99630","99630","37211"
"17619","9048w8211","6J173293","BLOCK\ALLAN M\AGENCY INC","Other","APART PAC BLDG 5-12 UNITS","XJ705","XJ705","XJ705","10591"
"17620","9103w7211","6J173650","INTEGRATED INS SOLUTIONS","Other","CON PAC ELEC-WIRING WITHIN BLD","CDZ23","X1636","X1636","30047"
"17621","3962H0204","6J174161","FEEHAN BROTHERS INS AGCY","Other","BLDG PAC OFC PRIMARY","HC775","HC775","HC775","10541"
"17622","9142W9211","6J174357","AC&S FINANCIAL SERVICES","Liberty Mutual","BLDG PAC MERCANTILE OTHER","6299","6299","6299","23229"
"17623","9160w8211","6J174462","DOWLING INSURANCE AGENCY","Guard Insurance (Berkshire Hathaway)","GARAGE PAC GENERAL REPAIRS WIT","XG064","XW803","XW803","2093"
"17624","9160W8211","6J174462","DOWLING INSURANCE AGENCY","Hartford","GARAGE PAC GENERAL REPAIRS WIT","XG064","XW803","XW803","2093"
"17625","9163w1211","6J174646","LA PORTE & ASSOC INC","CNA","STORE PAC PHOTOGRAPHY - COMMER","RK238","RK238","RK238","90066"
"17626","9260M3176","6J174818","LIBERTY INSURANCE AGENCY","Berkley","BLDG PAC OFC PRIMARY","GC730","GC730","GC730","15108"
"17627","9229W0211","6J175526","BURGESS INS SERV INC","Auto Owners","APART PAC BLDG 1-4 UNITS","WH865","FG963","FG963","30125"
"17628","9247WA211","6J175563","ANTIOCH INSURANCE AGENCY","Liberty","BUS PAC DAY SPA","CVK81","CVK81","CVK81","64111"
"17629","8982F5204","6J175599","RUSSELL-MASSEY & COMPANY","Other","STORE PAC TROPHY STORES","GA881","GA881","GA881","29212"
"17631","9252W6211","6J175772","DELAND GIBSON INSURANCE INC","Hartford","CONSULTANTS - ALL OTHER","F2358","XV113","XV113","2116"
"17632","9252W6211","6J175772","DELAND GIBSON INSURANCE INC","Other","CONSULTANTS - ALL OTHER","F2358","XV113","XV113","2116"
"17633","9298wa211","6J177845","ISU MIJU INS\GROUP","Hartford","RESTAURANT ALL OTHER - FAST FO","HE771","HH176","HH176","30062"
"17634","9420W6211","6J178485","TEXAS PREFERRED INS","Allied","OFC PAC ACTG BKNG FIRMS","CBK68","CGN78","CGN78","79014"
"17637","9151W3211","6J179513","TWFG INS SERVICES INC","State Farm","CONSULTANTS - MANAGEMENT","CCW16","DBP35","DBP35","20852"
"17638","9517W7211","6J179562","PIA GENERAL INSURANCE","Hartford","BLDG PAC GAS STATIONS - LESSOR","CHN63","CPX48","CPX48","98499"
"17639","9524W2211","6J179771","CLARKE & SAMPSON INC","Hanover","STORE PAC PHOTOGRAPHY - COMMER","HG208","XV060","XV060","20164"
"17640","9532w2211","6J179931","PAYNEWEST INS-MISSOULA","Liberty","BUS PAC BEAUTY SHOPS","WA265","X0636","X0636","59801"
"17642","9536w0211","6J179967","FAIRFIELD CTY BANK INS","Other","GARAGE PAC GENERAL REPAIRS WIT","14162","SV567","SV567","6890"
"17644","9579W0211","6J180794","HOBSON INS","CNA","STORE PAC CLOTHING MEN'S","CBD42","CBD42","CBD42","98840"
"17645","9606W1211","6J181385","SIDDONS\FRANK\INS-FT W","Hartford","BLDG PAC MERCANTILE OTHER","RK891","VP283","VP283","76117"
"17646","9662W8211","6J181569","FMJ AGENCY ALLIANCE LLC","Other","CONDO PAC BLDG 13-24 UNITS","CWY65","CWY65","CWY65","7047"
"17647","9681W1211","6J182751","NORTHWEST INSURANCE SVCS","Liberty","BLDG PAC OFC PRIMARY","DBR46","VC961","VC961","83714"
"17648","9759W9211","6J182855","BURLINGAME\MARTIN\INS","Liberty","GARAGE PAC GENERAL REPAIRS WIT","WK957","CHH88","CHH88","80918"
